,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.0,0.0,0.028058972209692,0.0,0.0,0.011894291266798973,0.0,0.0,0.006433385889977217,0.0,0.0,0.4366738796234131,0.0,0.0,0.21065925061702728,295.7292785644531,424.732177734375,0.9612452983856201,479.9640197753906,401.7754821777344,0.9831593036651611,243.8847198486328,330.8172912597656,0.9400871396064758,493.09637451171875,290.9219970703125,0.9794156551361084,252.1369171142578,263.45428466796875,0.8828787803649902,472.3932189941406,213.9145050048828,0.9446282982826233,370.89984130859375,468.6510009765625,0.9604005217552185,496.9532775878906,458.6336975097656,0.9756001234054565,326.15618896484375,313.4518127441406,0.6647377014160156,463.9570617675781,307.722412109375,0.7553321123123169,327.59906005859375,258.4308776855469,0.590790867805481,467.9249572753906,254.17266845703125,0.6752101182937622
1,540.8755493164062,169.1513671875,0.5986291170120239,0.0,0.0,0.22277724742889404,0.0,0.0,0.3716118335723877,0.0,0.0,0.41188421845436096,528.5590209960938,181.6514129638672,0.7321878671646118,520.1400146484375,233.6600341796875,0.9732235670089722,561.83349609375,196.1398162841797,0.9773140549659729,503.4624328613281,266.63348388671875,0.8340597748756409,577.4564819335938,156.5419921875,0.8933218121528625,492.3523254394531,240.0902862548828,0.7440284490585327,562.4874877929688,122.49654388427734,0.8679278492927551,557.6334838867188,308.8346862792969,0.8846895098686218,585.8080444335938,293.35791015625,0.9100642204284668,0.0,0.0,0.38203680515289307,0.0,0.0,0.43892791867256165,0.0,0.0,0.09196056425571442,0.0,0.0,0.10466013848781586
2,0.0,0.0,0.033768218010663986,0.0,0.0,0.01648084633052349,0.0,0.0,0.008814011700451374,305.0137939453125,410.5945129394531,0.5115962028503418,0.0,0.0,0.287298321723938,289.681396484375,426.5948181152344,0.9717143774032593,473.2420654296875,415.6488037109375,0.987675666809082,250.93234252929688,322.7112121582031,0.9523718953132629,489.5871276855469,303.8645324707031,0.9815086722373962,255.0193328857422,257.4699401855469,0.9088799357414246,474.49432373046875,218.76983642578125,0.9511860609054565,349.6639099121094,429.5962219238281,0.9767728447914124,478.136474609375,424.7662353515625,0.9844490885734558,324.0248718261719,275.0780944824219,0.8346639275550842,470.5406188964844,268.7045593261719,0.8791177868843079,323.6180725097656,239.02772521972656,0.769960880279541,468.7169494628906,225.85604858398438,0.8289494514465332
3,0.0,0.0,0.02442404441535473,0.0,0.0,0.012647151947021484,0.0,0.0,0.005392853170633316,305.93048095703125,403.2294921875,0.5094982385635376,0.0,0.0,0.2157723605632782,291.7289733886719,427.3583068847656,0.9699223041534424,474.5072021484375,413.61480712890625,0.9855217337608337,251.38720703125,329.4464111328125,0.9469653964042664,490.03021240234375,305.8444519042969,0.9780504703521729,256.31805419921875,258.1273498535156,0.8981823325157166,473.57672119140625,219.18426513671875,0.9423187375068665,348.5528564453125,441.652587890625,0.9732646346092224,478.3056945800781,434.3071594238281,0.9819515943527222,304.0537109375,283.46197509765625,0.8246256709098816,463.0150146484375,276.0277404785156,0.8703868985176086,292.34912109375,249.02053833007812,0.754879891872406,458.8957214355469,235.32769775390625,0.815570056438446
4,0.0,0.0,0.02929401583969593,0.0,0.0,0.01489254180341959,0.0,0.0,0.0068732560612261295,302.7159118652344,402.0469665527344,0.5299091339111328,0.0,0.0,0.25145581364631653,289.1185302734375,424.9960632324219,0.9727632999420166,472.9560852050781,412.8375549316406,0.9871104955673218,252.25466918945312,326.56646728515625,0.9474177360534668,488.845947265625,305.749755859375,0.979025661945343,256.1003723144531,257.48028564453125,0.8967711329460144,472.9691162109375,219.0526123046875,0.9431090354919434,341.8740539550781,435.2876892089844,0.9739936590194702,472.5282897949219,428.1761169433594,0.9825801253318787,300.5648498535156,277.0653381347656,0.8339526653289795,458.48150634765625,269.0910339355469,0.878889262676239,288.4849548339844,247.17474365234375,0.773445188999176,451.8950500488281,232.53402709960938,0.8314658403396606
5,0.0,0.0,0.03150375932455063,0.0,0.0,0.016364794224500656,0.0,0.0,0.007409088779240847,306.62738037109375,402.24761962890625,0.5381888747215271,0.0,0.0,0.2517944574356079,291.50726318359375,425.3814697265625,0.9722380638122559,473.17236328125,411.4406433105469,0.9869041442871094,252.92063903808594,331.2016296386719,0.9467637538909912,489.6192932128906,308.0143127441406,0.9780139923095703,256.5879821777344,261.19873046875,0.8957241177558899,472.68017578125,220.97979736328125,0.940760612487793,346.04052734375,433.19927978515625,0.9730563759803772,474.7187805175781,425.57440185546875,0.9816697835922241,306.93829345703125,277.918212890625,0.8238497376441956,460.7586669921875,267.7948303222656,0.8690639138221741,300.4039001464844,243.55706787109375,0.760425865650177,458.8079833984375,227.24867248535156,0.820322573184967
6,0.0,0.0,0.01934893988072872,0.0,0.0,0.009482258930802345,0.0,0.0,0.00554066663607955,0.0,0.0,0.42698314785957336,0.0,0.0,0.25193431973457336,295.3074645996094,427.2874450683594,0.9703970551490784,475.3481140136719,411.8074645996094,0.983077347278595,254.9014129638672,336.63739013671875,0.9528575539588928,490.2522888183594,305.48651123046875,0.9742660522460938,257.86077880859375,261.4208068847656,0.9003097414970398,474.0727844238281,220.02734375,0.9297821521759033,333.107177734375,420.0874328613281,0.9825778603553772,461.9416809082031,412.59161376953125,0.9866105914115906,299.6394958496094,280.26947021484375,0.8909038305282593,458.68536376953125,272.7944641113281,0.9097040891647339,296.8442077636719,245.4512939453125,0.8447203040122986,459.4609069824219,227.77529907226562,0.8749482035636902
7,0.0,0.0,0.01948843151330948,0.0,0.0,0.009339927695691586,0.0,0.0,0.005628719925880432,0.0,0.0,0.44179555773735046,0.0,0.0,0.2641635239124298,290.4643859863281,425.4125671386719,0.970005989074707,473.7921142578125,414.33502197265625,0.9858879446983337,251.88926696777344,328.97967529296875,0.9489880204200745,490.31036376953125,307.1663513183594,0.9777147769927979,256.53265380859375,260.4286804199219,0.8897603154182434,472.8668212890625,220.31687927246094,0.9341622591018677,331.509521484375,421.92138671875,0.9831468462944031,462.5529479980469,416.3695068359375,0.9881330132484436,300.5369567871094,278.5069274902344,0.8890003561973572,460.6454772949219,271.9952697753906,0.9155314564704895,301.8174133300781,245.41372680664062,0.842263400554657,466.7113342285156,228.0978546142578,0.880398690700531
8,0.0,0.0,0.014380854554474354,0.0,0.0,0.00639413483440876,0.0,0.0,0.004436293616890907,0.0,0.0,0.3704315721988678,0.0,0.0,0.2551907002925873,290.4046630859375,425.6513671875,0.9698665738105774,473.82586669921875,414.65924072265625,0.9840583205223083,252.01602172851562,331.07098388671875,0.953533411026001,491.7351379394531,306.5845031738281,0.9763333201408386,258.0776672363281,260.076416015625,0.896623432636261,474.1716613769531,220.92552185058594,0.9310190081596375,325.1339416503906,419.6341247558594,0.9866511821746826,456.95166015625,414.5447998046875,0.9899482727050781,296.8638610839844,279.2265319824219,0.9139397740364075,460.450927734375,275.2804260253906,0.9303224682807922,296.48272705078125,246.1319580078125,0.8756198287010193,465.9698791503906,228.85293579101562,0.9011684060096741
9,0.0,0.0,0.012631365098059177,0.0,0.0,0.004907100461423397,0.0,0.0,0.0038928769063204527,0.0,0.0,0.28736045956611633,0.0,0.0,0.24489054083824158,298.6663818359375,429.15203857421875,0.962822675704956,478.8548278808594,417.3274230957031,0.9800635576248169,251.7205047607422,340.0831298828125,0.9521791934967041,492.40362548828125,306.7875671386719,0.974038302898407,256.5041198730469,259.8878173828125,0.9069297909736633,473.4764709472656,221.04971313476562,0.9353655576705933,338.4931945800781,436.70782470703125,0.9806097149848938,467.304443359375,432.62554931640625,0.9851374626159668,299.1587829589844,282.4038391113281,0.8711219429969788,462.01971435546875,286.5846252441406,0.8896417021751404,293.5400085449219,243.46629333496094,0.8165872693061829,464.12939453125,232.9173583984375,0.8435376286506653
10,0.0,0.0,0.01709126867353916,0.0,0.0,0.0066230338998138905,0.0,0.0,0.00533016724511981,0.0,0.0,0.33706867694854736,0.0,0.0,0.2879948318004608,294.7479248046875,425.2998352050781,0.9675853848457336,476.31781005859375,416.2335510253906,0.9850813746452332,249.87930297851562,334.6780090332031,0.9545415043830872,491.1954040527344,307.2393798828125,0.9788090586662292,256.01458740234375,267.373046875,0.9085693359375,472.11322021484375,220.29550170898438,0.9429481029510498,340.4149475097656,431.6318359375,0.9822484254837036,468.9742736816406,428.5632019042969,0.9870153665542603,309.2606506347656,278.23638916015625,0.8656209707260132,462.243408203125,278.4300231933594,0.889704167842865,311.4395446777344,239.93658447265625,0.8066579103469849,470.36834716796875,225.23764038085938,0.8422776460647583
11,0.0,0.0,0.020442556589841843,0.0,0.0,0.007918308489024639,0.0,0.0,0.006320917513221502,0.0,0.0,0.3719731569290161,0.0,0.0,0.3131389617919922,291.7978210449219,421.2560119628906,0.9711083769798279,470.80059814453125,415.5070495605469,0.9870429039001465,251.39773559570312,330.30780029296875,0.9533718228340149,490.2004089355469,308.6969909667969,0.9803192019462585,254.9167938232422,265.9960021972656,0.9034319519996643,472.4410095214844,221.19058227539062,0.945180356502533,335.2516784667969,429.9327087402344,0.9807867407798767,462.5003662109375,428.4306945800781,0.9865033626556396,313.68475341796875,275.2681579589844,0.8496580123901367,465.3802490234375,278.1415710449219,0.8846083879470825,306.13116455078125,238.36917114257812,0.7875936031341553,468.5562438964844,229.9861297607422,0.8334019184112549
